business_id,date,code,description
31067,6/27/14,14,"Standard not met. Food Equipment & Utensils: Food (ice) contact surfaces designed, constructed, maintained, installed"
31067,6/27/14,15,"Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces designed, constructed, maintained, installed"
31067,6/27/14,17,"Standard not met. Food Equipment & Utensils: Sanitization rinse, temp., conce., exp. time, equip. utensils, sanitized"
31067,6/27/14,19,Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces of equip/utensils clean
31067,6/27/14,30,"Standard not met. Floors, Walls, Ceilings & Ventilation: Floors constructed, drained, clean, good repair, covering installation, easily cleanable"
31067,6/27/14,31,"Standard not met. Floors, Walls, Ceilings & Ventilation: Walls, ceiling, attached equipment constructed, good repair, clean surfaces, easily cleanable. Rooms and equipment vented as required."
31067,12/9/14,8,"Standard not met. Food Protection: Food Protection - storage, prep, display, service, transp."
31067,12/9/14,15,"Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces designed, constructed, maintained, installed"
31067,12/9/14,16,"Standard not met. Food Equipment & Utensils: Dishwashing facilities designed, constructed, maintained, installed, located, operated. Accurate therm., chem. test kits, gauge"
31067,12/9/14,18,"Standard not met. Food Equipment & Utensils: Wiping cloths clean, use restricted"
31067,12/9/14,19,Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces of equip/utensils clean
31067,12/9/14,23,"Standard not met. Plumbing: Installed, maintained"
31067,12/9/14,30,"Standard not met. Floors, Walls, Ceilings & Ventilation: Floors constructed, drained, clean, good repair, covering installation, easily cleanable"
31067,12/9/14,31,"Standard not met. Floors, Walls, Ceilings & Ventilation: Walls, ceiling, attached equipment constructed, good repair, clean surfaces, easily cleanable. Rooms and equipment vented as required."
31069,6/25/14,15,"Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces designed, constructed, maintained, installed"
31069,6/25/14,29,Standard not met. Outer Openings: Outer openings protected
31069,6/25/14,30,"Standard not met. Floors, Walls, Ceilings & Ventilation: Floors constructed, drained, clean, good repair, covering installation, easily cleanable"
31069,6/25/14,31,"Standard not met. Floors, Walls, Ceilings & Ventilation: Walls, ceiling, attached equipment constructed, good repair, clean surfaces, easily cleanable. Rooms and equipment vented as required."
31069,12/30/14,4,Standard not met. Food Protection: Facilities to maintain product temp.
31069,12/30/14,15,"Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces designed, constructed, maintained, installed"
31069,12/30/14,17,"Standard not met. Food Equipment & Utensils: Sanitization rinse, temp., conce., exp. time, equip. utensils, sanitized"
31069,12/30/14,29,Standard not met. Outer Openings: Outer openings protected
31069,12/30/14,30,"Standard not met. Floors, Walls, Ceilings & Ventilation: Floors constructed, drained, clean, good repair, covering installation, easily cleanable"
31610,12/12/14,11,"Standard not met. Personnel: Hands washed and clean, hygienic practices preventing contamination from hands"
31610,12/12/14,14,"Standard not met. Food Equipment & Utensils: Food (ice) contact surfaces designed, constructed, maintained, installed"
31610,12/12/14,15,"Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces designed, constructed, maintained, installed"
31610,12/12/14,19,Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces of equip/utensils clean
31610,12/12/14,30,"Standard not met. Floors, Walls, Ceilings & Ventilation: Floors constructed, drained, clean, good repair, covering installation, easily cleanable"
31610,12/12/14,31,"Standard not met. Floors, Walls, Ceilings & Ventilation: Walls, ceiling, attached equipment constructed, good repair, clean surfaces, easily cleanable. Rooms and equipment vented as required."
75308,6/18/14,1,"Standard not met. Food Sources: Source, Records, Condition, Spoilage, Adulterated"
75308,6/18/14,18,"Standard not met. Food Equipment & Utensils: Wiping cloths clean, use restricted"
75308,6/18/14,19,Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces of equip/utensils clean
75308,6/18/14,26,"Standard not met. Toilet & Handwashing Facilities: Toilet rooms enclosed, self-closing doors, fixtures, good repair, clean, tissue, hand cleansers, sanitary towels/hand-drying devices provided, proper waste receptacles"
75308,12/11/14,1,"Standard not met. Food Sources: Source, Records, Condition, Spoilage, Adulterated"
75308,12/11/14,2,"Standard not met. Food Sources: Container, properly labeled"
75308,12/11/14,9,Standard not met. Food Protection: Handling of food (ice) minimized. Dispensing utensils properly stored during use.
75308,12/11/14,11,"Standard not met. Personnel: Hands washed and clean, hygienic practices preventing contamination from hands"
75308,12/11/14,15,"Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces designed, constructed, maintained, installed"
75308,12/11/14,34,"Standard not met. Other Operations: Premises main, free of litter, misc. articles, cleaning/maint. equip. properly stored. Authorized personnel rooms clean, lockers provided, located, used."
75979,8/27/14,15,"Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces designed, constructed, maintained, installed"
75979,8/27/14,18,"Standard not met. Food Equipment & Utensils: Wiping cloths clean, use restricted"
75979,2/27/15,15,"Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces designed, constructed, maintained, installed"
75979,2/27/15,19,Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces of equip/utensils clean
31635,11/25/14,12,"Standard not met. Personnel: Clean clothes, hair restraints"
31635,11/25/14,19,Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces of equip/utensils clean
31635,11/25/14,31,"Standard not met. Floors, Walls, Ceilings & Ventilation: Walls, ceiling, attached equipment constructed, good repair, clean surfaces, easily cleanable. Rooms and equipment vented as required."
31635,3/18/15,17,"Standard not met. Food Equipment & Utensils: Sanitization rinse, temp., conce., exp. time, equip. utensils, sanitized"
31635,3/18/15,19,Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces of equip/utensils clean
31635,3/18/15,31,"Standard not met. Floors, Walls, Ceilings & Ventilation: Walls, ceiling, attached equipment constructed, good repair, clean surfaces, easily cleanable. Rooms and equipment vented as required."
31636,3/18/15,15,"Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces designed, constructed, maintained, installed"
51713,9/16/14,15,"Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces designed, constructed, maintained, installed"
51713,9/16/14,19,Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces of equip/utensils clean
51713,3/26/15,5,Standard not met. Food Protection: Thermometers provided and conspicuous
51713,3/26/15,15,"Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces designed, constructed, maintained, installed"
51713,3/26/15,31,"Standard not met. Floors, Walls, Ceilings & Ventilation: Walls, ceiling, attached equipment constructed, good repair, clean surfaces, easily cleanable. Rooms and equipment vented as required."
63151,12/17/14,19,Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces of equip/utensils clean
31648,9/8/14,31,"Standard not met. Floors, Walls, Ceilings & Ventilation: Walls, ceiling, attached equipment constructed, good repair, clean surfaces, easily cleanable. Rooms and equipment vented as required."
90416,3/25/15,2,"Standard not met. Food Sources: Container, properly labeled"
62815,3/25/15,2,"Standard not met. Food Sources: Container, properly labeled"
31619,3/25/15,17,"Standard not met. Food Equipment & Utensils: Sanitization rinse, temp., conce., exp. time, equip. utensils, sanitized"
31639,7/1/14,8,"Standard not met. Food Protection: Food Protection - storage, prep, display, service, transp."
31639,7/1/14,15,"Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces designed, constructed, maintained, installed"
31639,7/1/14,18,"Standard not met. Food Equipment & Utensils: Wiping cloths clean, use restricted"
31639,7/1/14,19,Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces of equip/utensils clean
31639,12/5/14,15,"Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces designed, constructed, maintained, installed"
31639,12/5/14,18,"Standard not met. Food Equipment & Utensils: Wiping cloths clean, use restricted"
31640,10/29/14,1,"Standard not met. Food Sources: Source, Records, Condition, Spoilage, Adulterated"
31640,10/29/14,8,"Standard not met. Food Protection: Food Protection - storage, prep, display, service, transp."
31640,10/29/14,23,"Standard not met. Plumbing: Installed, maintained"
31640,5/20/15,31,"Standard not met. Floors, Walls, Ceilings & Ventilation: Walls, ceiling, attached equipment constructed, good repair, clean surfaces, easily cleanable. Rooms and equipment vented as required."
69339,8/3/14,9,Standard not met. Food Protection: Handling of food (ice) minimized. Dispensing utensils properly stored during use.
69339,8/3/14,15,"Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces designed, constructed, maintained, installed"
69339,8/3/14,19,Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces of equip/utensils clean
69339,3/2/15,15,"Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces designed, constructed, maintained, installed"
58584,9/25/14,13,Standard not met. Personnel: Supervision: Person in charge present and demonstrates knowledge of food safety principles
58584,9/25/14,16,"Standard not met. Food Equipment & Utensils: Dishwashing facilities designed, constructed, maintained, installed, located, operated. Accurate therm., chem. test kits, gauge"
58584,9/25/14,19,Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces of equip/utensils clean
58584,9/25/14,30,"Standard not met. Floors, Walls, Ceilings & Ventilation: Floors constructed, drained, clean, good repair, covering installation, easily cleanable"
58584,10/10/14,19,Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces of equip/utensils clean
58584,10/10/14,30,"Standard not met. Floors, Walls, Ceilings & Ventilation: Floors constructed, drained, clean, good repair, covering installation, easily cleanable"
58584,3/10/15,19,Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces of equip/utensils clean
86108,3/19/15,15,"Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces designed, constructed, maintained, installed"
62513,5/20/15,12,"Standard not met. Personnel: Clean clothes, hair restraints"
62513,5/20/15,15,"Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces designed, constructed, maintained, installed"
31643,10/27/14,8,"Standard not met. Food Protection: Food Protection - storage, prep, display, service, transp."
31643,10/27/14,23,"Standard not met. Plumbing: Installed, maintained"
31643,2/24/15,8,"Standard not met. Food Protection: Food Protection - storage, prep, display, service, transp."
31643,2/24/15,11,"Standard not met. Personnel: Hands washed and clean, hygienic practices preventing contamination from hands"
31643,2/24/15,23,"Standard not met. Plumbing: Installed, maintained"
31643,2/24/15,30,"Standard not met. Floors, Walls, Ceilings & Ventilation: Floors constructed, drained, clean, good repair, covering installation, easily cleanable"
77815,2/5/15,30,"Standard not met. Floors, Walls, Ceilings & Ventilation: Floors constructed, drained, clean, good repair, covering installation, easily cleanable"
30883,8/18/14,16,"Standard not met. Food Equipment & Utensils: Dishwashing facilities designed, constructed, maintained, installed, located, operated. Accurate therm., chem. test kits, gauge"
30883,2/6/15,8,"Standard not met. Food Protection: Food Protection - storage, prep, display, service, transp."
31649,10/14/14,19,Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces of equip/utensils clean
93890,2/6/15,16,"Standard not met. Food Equipment & Utensils: Dishwashing facilities designed, constructed, maintained, installed, located, operated. Accurate therm., chem. test kits, gauge"
63161,10/6/14,15,"Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces designed, constructed, maintained, installed"
63161,10/6/14,30,"Standard not met. Floors, Walls, Ceilings & Ventilation: Floors constructed, drained, clean, good repair, covering installation, easily cleanable"
63161,4/1/15,2,"Standard not met. Food Sources: Container, properly labeled"
63161,4/1/15,37,Standard not met. Highly Susceptible Populations: Pasteurized foods used; prohibited foods not offered
77785,12/2/14,16,"Standard not met. Food Equipment & Utensils: Dishwashing facilities designed, constructed, maintained, installed, located, operated. Accurate therm., chem. test kits, gauge"
77785,5/28/15,17,"Standard not met. Food Equipment & Utensils: Sanitization rinse, temp., conce., exp. time, equip. utensils, sanitized"
77785,5/28/15,31,"Standard not met. Floors, Walls, Ceilings & Ventilation: Walls, ceiling, attached equipment constructed, good repair, clean surfaces, easily cleanable. Rooms and equipment vented as required."
66979,8/14/14,11,"Standard not met. Personnel: Hands washed and clean, hygienic practices preventing contamination from hands"
66979,8/14/14,18,"Standard not met. Food Equipment & Utensils: Wiping cloths clean, use restricted"
66979,8/14/14,20,"Standard not met. Food Equipment & Utensils: Storage, handling of clean equipment/utensils/single service articles"
66979,2/26/15,15,"Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces designed, constructed, maintained, installed"
66979,2/26/15,19,Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces of equip/utensils clean
66979,2/26/15,26,"Standard not met. Toilet & Handwashing Facilities: Toilet rooms enclosed, self-closing doors, fixtures, good repair, clean, tissue, hand cleansers, sanitary towels/hand-drying devices provided, proper waste receptacles"
66979,2/26/15,33,"Standard not met. Other Operations: Toxic Items properly stored, labeled, used"
31690,1/7/15,1,"Standard not met. Food Sources: Source, Records, Condition, Spoilage, Adulterated"
72763,2/6/15,20,"Standard not met. Food Equipment & Utensils: Storage, handling of clean equipment/utensils/single service articles"
54922,10/22/14,30,"Standard not met. Floors, Walls, Ceilings & Ventilation: Floors constructed, drained, clean, good repair, covering installation, easily cleanable"
54922,5/20/15,31,"Standard not met. Floors, Walls, Ceilings & Ventilation: Walls, ceiling, attached equipment constructed, good repair, clean surfaces, easily cleanable. Rooms and equipment vented as required."
48865,8/15/14,12,"Standard not met. Personnel: Clean clothes, hair restraints"
48865,8/15/14,19,Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces of equip/utensils clean
48865,8/15/14,31,"Standard not met. Floors, Walls, Ceilings & Ventilation: Walls, ceiling, attached equipment constructed, good repair, clean surfaces, easily cleanable. Rooms and equipment vented as required."
48865,1/23/15,12,"Standard not met. Personnel: Clean clothes, hair restraints"
48865,1/23/15,15,"Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces designed, constructed, maintained, installed"
48865,1/23/15,20,"Standard not met. Food Equipment & Utensils: Storage, handling of clean equipment/utensils/single service articles"
48865,1/23/15,31,"Standard not met. Floors, Walls, Ceilings & Ventilation: Walls, ceiling, attached equipment constructed, good repair, clean surfaces, easily cleanable. Rooms and equipment vented as required."
62854,9/2/14,34,"Standard not met. Other Operations: Premises main, free of litter, misc. articles, cleaning/maint. equip. properly stored. Authorized personnel rooms clean, lockers provided, located, used."
66936,10/17/14,11,"Standard not met. Personnel: Hands washed and clean, hygienic practices preventing contamination from hands"
66936,10/17/14,12,"Standard not met. Personnel: Clean clothes, hair restraints"
66936,10/17/14,19,Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces of equip/utensils clean
66936,10/17/14,20,"Standard not met. Food Equipment & Utensils: Storage, handling of clean equipment/utensils/single service articles"
66936,10/17/14,31,"Standard not met. Floors, Walls, Ceilings & Ventilation: Walls, ceiling, attached equipment constructed, good repair, clean surfaces, easily cleanable. Rooms and equipment vented as required."
66936,5/18/15,12,"Standard not met. Personnel: Clean clothes, hair restraints"
66936,5/18/15,15,"Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces designed, constructed, maintained, installed"
66936,5/18/15,31,"Standard not met. Floors, Walls, Ceilings & Ventilation: Walls, ceiling, attached equipment constructed, good repair, clean surfaces, easily cleanable. Rooms and equipment vented as required."
74414,9/19/14,15,"Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces designed, constructed, maintained, installed"
74414,9/19/14,18,"Standard not met. Food Equipment & Utensils: Wiping cloths clean, use restricted"
74414,9/19/14,23,"Standard not met. Plumbing: Installed, maintained"
74414,2/13/15,15,"Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces designed, constructed, maintained, installed"
74414,2/13/15,19,Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces of equip/utensils clean
74414,2/13/15,30,"Standard not met. Floors, Walls, Ceilings & Ventilation: Floors constructed, drained, clean, good repair, covering installation, easily cleanable"
74414,2/13/15,31,"Standard not met. Floors, Walls, Ceilings & Ventilation: Walls, ceiling, attached equipment constructed, good repair, clean surfaces, easily cleanable. Rooms and equipment vented as required."
31760,1/29/15,20,"Standard not met. Food Equipment & Utensils: Storage, handling of clean equipment/utensils/single service articles"
31760,1/29/15,26,"Standard not met. Toilet & Handwashing Facilities: Toilet rooms enclosed, self-closing doors, fixtures, good repair, clean, tissue, hand cleansers, sanitary towels/hand-drying devices provided, proper waste receptacles"
75331,3/9/15,11,"Standard not met. Personnel: Hands washed and clean, hygienic practices preventing contamination from hands"
63097,7/14/14,15,"Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces designed, constructed, maintained, installed"
63097,7/14/14,18,"Standard not met. Food Equipment & Utensils: Wiping cloths clean, use restricted"
63097,7/14/14,19,Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces of equip/utensils clean
63097,7/14/14,20,"Standard not met. Food Equipment & Utensils: Storage, handling of clean equipment/utensils/single service articles"
63097,7/14/14,31,"Standard not met. Floors, Walls, Ceilings & Ventilation: Walls, ceiling, attached equipment constructed, good repair, clean surfaces, easily cleanable. Rooms and equipment vented as required."
63097,1/8/15,11,"Standard not met. Personnel: Hands washed and clean, hygienic practices preventing contamination from hands"
63097,1/8/15,12,"Standard not met. Personnel: Clean clothes, hair restraints"
63097,1/8/15,15,"Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces designed, constructed, maintained, installed"
63097,1/8/15,16,"Standard not met. Food Equipment & Utensils: Dishwashing facilities designed, constructed, maintained, installed, located, operated. Accurate therm., chem. test kits, gauge"
63097,1/8/15,19,Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces of equip/utensils clean
63097,1/8/15,20,"Standard not met. Food Equipment & Utensils: Storage, handling of clean equipment/utensils/single service articles"
63097,1/8/15,23,"Standard not met. Plumbing: Installed, maintained"
63097,1/8/15,26,"Standard not met. Toilet & Handwashing Facilities: Toilet rooms enclosed, self-closing doors, fixtures, good repair, clean, tissue, hand cleansers, sanitary towels/hand-drying devices provided, proper waste receptacles"
63097,1/8/15,30,"Standard not met. Floors, Walls, Ceilings & Ventilation: Floors constructed, drained, clean, good repair, covering installation, easily cleanable"
63097,1/8/15,31,"Standard not met. Floors, Walls, Ceilings & Ventilation: Walls, ceiling, attached equipment constructed, good repair, clean surfaces, easily cleanable. Rooms and equipment vented as required."
63097,1/8/15,32,"Standard not met. Lighting: Lighting provided as required, fixtures shielded"
63097,1/8/15,33,"Standard not met. Other Operations: Toxic Items properly stored, labeled, used"
63097,1/8/15,34,"Standard not met. Other Operations: Premises main, free of litter, misc. articles, cleaning/maint. equip. properly stored. Authorized personnel rooms clean, lockers provided, located, used."
32481,6/18/14,9,Standard not met. Food Protection: Handling of food (ice) minimized. Dispensing utensils properly stored during use.
32481,6/18/14,19,Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces of equip/utensils clean
32481,6/18/14,23,"Standard not met. Plumbing: Installed, maintained"
32481,12/3/14,15,"Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces designed, constructed, maintained, installed"
74940,11/25/14,6,Standard not met. Food Protection: Potentially hazardous food properly thawed
74940,11/25/14,9,Standard not met. Food Protection: Handling of food (ice) minimized. Dispensing utensils properly stored during use.
74940,11/25/14,11,"Standard not met. Personnel: Hands washed and clean, hygienic practices preventing contamination from hands"
74940,11/25/14,12,"Standard not met. Personnel: Clean clothes, hair restraints"
74940,11/25/14,17,"Standard not met. Food Equipment & Utensils: Sanitization rinse, temp., conce., exp. time, equip. utensils, sanitized"
74940,11/25/14,19,Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces of equip/utensils clean
74940,11/25/14,34,"Standard not met. Other Operations: Premises main, free of litter, misc. articles, cleaning/maint. equip. properly stored. Authorized personnel rooms clean, lockers provided, located, used."
31711,5/12/15,12,"Standard not met. Personnel: Clean clothes, hair restraints"
31701,9/16/14,12,"Standard not met. Personnel: Clean clothes, hair restraints"
31701,9/16/14,23,"Standard not met. Plumbing: Installed, maintained"
31701,9/16/14,31,"Standard not met. Floors, Walls, Ceilings & Ventilation: Walls, ceiling, attached equipment constructed, good repair, clean surfaces, easily cleanable. Rooms and equipment vented as required."
31701,4/7/15,12,"Standard not met. Personnel: Clean clothes, hair restraints"
31701,4/7/15,15,"Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces designed, constructed, maintained, installed"
31701,4/7/15,20,"Standard not met. Food Equipment & Utensils: Storage, handling of clean equipment/utensils/single service articles"
31710,7/20/14,5,Standard not met. Food Protection: Thermometers provided and conspicuous
31710,1/6/15,8,"Standard not met. Food Protection: Food Protection - storage, prep, display, service, transp."
31710,1/6/15,19,Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces of equip/utensils clean
61454,6/12/14,19,Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces of equip/utensils clean
61454,6/12/14,23,"Standard not met. Plumbing: Installed, maintained"
61454,6/12/14,30,"Standard not met. Floors, Walls, Ceilings & Ventilation: Floors constructed, drained, clean, good repair, covering installation, easily cleanable"
61454,12/19/14,19,Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces of equip/utensils clean
61454,12/19/14,31,"Standard not met. Floors, Walls, Ceilings & Ventilation: Walls, ceiling, attached equipment constructed, good repair, clean surfaces, easily cleanable. Rooms and equipment vented as required."
61454,12/19/14,32,"Standard not met. Lighting: Lighting provided as required, fixtures shielded"
81926,9/25/14,19,Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces of equip/utensils clean
81926,3/23/15,8,"Standard not met. Food Protection: Food Protection - storage, prep, display, service, transp."
81926,3/23/15,19,Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces of equip/utensils clean
31725,11/3/14,3,Standard not met. Food Protection: Potentially hazardous food - safe temp.
31725,11/3/14,8,"Standard not met. Food Protection: Food Protection - storage, prep, display, service, transp."
31725,11/3/14,11,"Standard not met. Personnel: Hands washed and clean, hygienic practices preventing contamination from hands"
31725,11/3/14,12,"Standard not met. Personnel: Clean clothes, hair restraints"
31725,11/3/14,15,"Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces designed, constructed, maintained, installed"
31725,11/3/14,18,"Standard not met. Food Equipment & Utensils: Wiping cloths clean, use restricted"
31725,11/3/14,19,Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces of equip/utensils clean
31725,11/3/14,30,"Standard not met. Floors, Walls, Ceilings & Ventilation: Floors constructed, drained, clean, good repair, covering installation, easily cleanable"
31725,11/3/14,31,"Standard not met. Floors, Walls, Ceilings & Ventilation: Walls, ceiling, attached equipment constructed, good repair, clean surfaces, easily cleanable. Rooms and equipment vented as required."
31725,4/30/15,8,"Standard not met. Food Protection: Food Protection - storage, prep, display, service, transp."
31725,4/30/15,12,"Standard not met. Personnel: Clean clothes, hair restraints"
31725,4/30/15,15,"Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces designed, constructed, maintained, installed"
31725,4/30/15,17,"Standard not met. Food Equipment & Utensils: Sanitization rinse, temp., conce., exp. time, equip. utensils, sanitized"
31725,4/30/15,19,Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces of equip/utensils clean
31725,4/30/15,30,"Standard not met. Floors, Walls, Ceilings & Ventilation: Floors constructed, drained, clean, good repair, covering installation, easily cleanable"
31725,4/30/15,31,"Standard not met. Floors, Walls, Ceilings & Ventilation: Walls, ceiling, attached equipment constructed, good repair, clean surfaces, easily cleanable. Rooms and equipment vented as required."
45453,8/13/14,6,Standard not met. Food Protection: Potentially hazardous food properly thawed
45453,8/13/14,8,"Standard not met. Food Protection: Food Protection - storage, prep, display, service, transp."
45453,8/13/14,9,Standard not met. Food Protection: Handling of food (ice) minimized. Dispensing utensils properly stored during use.
45453,8/13/14,15,"Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces designed, constructed, maintained, installed"
45453,8/13/14,16,"Standard not met. Food Equipment & Utensils: Dishwashing facilities designed, constructed, maintained, installed, located, operated. Accurate therm., chem. test kits, gauge"
45453,2/2/15,8,"Standard not met. Food Protection: Food Protection - storage, prep, display, service, transp."
45453,2/2/15,12,"Standard not met. Personnel: Clean clothes, hair restraints"
45453,2/2/15,15,"Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces designed, constructed, maintained, installed"
45453,2/2/15,18,"Standard not met. Food Equipment & Utensils: Wiping cloths clean, use restricted"
45453,2/2/15,19,Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces of equip/utensils clean
45453,2/2/15,20,"Standard not met. Food Equipment & Utensils: Storage, handling of clean equipment/utensils/single service articles"
45453,2/2/15,26,"Standard not met. Toilet & Handwashing Facilities: Toilet rooms enclosed, self-closing doors, fixtures, good repair, clean, tissue, hand cleansers, sanitary towels/hand-drying devices provided, proper waste receptacles"
45453,2/2/15,29,Standard not met. Outer Openings: Outer openings protected
45453,2/2/15,30,"Standard not met. Floors, Walls, Ceilings & Ventilation: Floors constructed, drained, clean, good repair, covering installation, easily cleanable"
45453,2/2/15,31,"Standard not met. Floors, Walls, Ceilings & Ventilation: Walls, ceiling, attached equipment constructed, good repair, clean surfaces, easily cleanable. Rooms and equipment vented as required."
33179,6/27/14,11,"Standard not met. Personnel: Hands washed and clean, hygienic practices preventing contamination from hands"
33179,12/1/14,31,"Standard not met. Floors, Walls, Ceilings & Ventilation: Walls, ceiling, attached equipment constructed, good repair, clean surfaces, easily cleanable. Rooms and equipment vented as required."
31736,9/15/14,15,"Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces designed, constructed, maintained, installed"
31736,9/15/14,30,"Standard not met. Floors, Walls, Ceilings & Ventilation: Floors constructed, drained, clean, good repair, covering installation, easily cleanable"
31736,3/4/15,19,Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces of equip/utensils clean
31736,3/4/15,30,"Standard not met. Floors, Walls, Ceilings & Ventilation: Floors constructed, drained, clean, good repair, covering installation, easily cleanable"
32517,8/27/14,31,"Standard not met. Floors, Walls, Ceilings & Ventilation: Walls, ceiling, attached equipment constructed, good repair, clean surfaces, easily cleanable. Rooms and equipment vented as required."
32517,2/26/15,15,"Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces designed, constructed, maintained, installed"
32517,2/26/15,18,"Standard not met. Food Equipment & Utensils: Wiping cloths clean, use restricted"
32517,2/26/15,20,"Standard not met. Food Equipment & Utensils: Storage, handling of clean equipment/utensils/single service articles"
32517,2/26/15,31,"Standard not met. Floors, Walls, Ceilings & Ventilation: Walls, ceiling, attached equipment constructed, good repair, clean surfaces, easily cleanable. Rooms and equipment vented as required."
86979,11/26/14,1,"Standard not met. Food Sources: Source, Records, Condition, Spoilage, Adulterated"
86979,11/26/14,5,Standard not met. Food Protection: Thermometers provided and conspicuous
86979,11/26/14,13,Standard not met. Personnel: Supervision: Person in charge present and demonstrates knowledge of food safety principles
86979,11/26/14,16,"Standard not met. Food Equipment & Utensils: Dishwashing facilities designed, constructed, maintained, installed, located, operated. Accurate therm., chem. test kits, gauge"
86979,11/26/14,18,"Standard not met. Food Equipment & Utensils: Wiping cloths clean, use restricted"
86979,11/26/14,19,Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces of equip/utensils clean
86979,11/26/14,26,"Standard not met. Toilet & Handwashing Facilities: Toilet rooms enclosed, self-closing doors, fixtures, good repair, clean, tissue, hand cleansers, sanitary towels/hand-drying devices provided, proper waste receptacles"
86979,11/26/14,32,"Standard not met. Lighting: Lighting provided as required, fixtures shielded"
86979,11/26/14,34,"Standard not met. Other Operations: Premises main, free of litter, misc. articles, cleaning/maint. equip. properly stored. Authorized personnel rooms clean, lockers provided, located, used."
50321,12/1/14,8,"Standard not met. Food Protection: Food Protection - storage, prep, display, service, transp."
50321,12/1/14,15,"Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces designed, constructed, maintained, installed"
50321,12/1/14,19,Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces of equip/utensils clean
50321,12/1/14,30,"Standard not met. Floors, Walls, Ceilings & Ventilation: Floors constructed, drained, clean, good repair, covering installation, easily cleanable"
83433,6/25/14,8,"Standard not met. Food Protection: Food Protection - storage, prep, display, service, transp."
83433,6/25/14,15,"Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces designed, constructed, maintained, installed"
